Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
aug_0_1014.png_flip_h,FreshFish,249.00154718137253,289.39247981545554,103.42201286764707,326.16298346789694,0.39401442496857797,0.3799235876828956,0.4813424084046921,0.3683602856158267,7.654978553921569,8.28222991157247,4.344929534313725,9.101760861207225,6.823531709071497,6.877549729686762,6.432321660718194,6.9560195707046555,0.07171436912598218,0.07048094044803692,0.07407187867008783,0.07030352310300904,0.26779538667793024,0.2654824673081763,0.272161493731365,0.26514811540535044,0.9830486498011558,0.9802686884756894,0.9929612676377616,0.9777616079083753
aug_0_1014.png_flip_v,FreshFish,249.00154718137253,289.39247981545554,103.42201286764707,326.16298346789694,0.39401442496857797,0.3799235876828956,0.4813424084046921,0.3683602856158267,7.654978553921569,8.28222991157247,4.344929534313725,9.101760861207225,6.823531709071497,6.877549729686762,6.432321660718194,6.9560195707046555,0.07171436912598218,0.07048094044803692,0.07407187867008783,0.07030352310300904,0.26779538667793024,0.2654824673081763,0.272161493731365,0.26514811540535044,0.9830486498011558,0.9802686884756894,0.9929612676377616,0.9777616079083753
aug_0_1014.png_rot_90,FreshFish,103.42201286764707,289.39247981545554,249.00154718137253,326.16298346789694,0.4813424084046921,0.3799235876828956,0.39401442496857797,0.3683602856158267,4.344929534313725,8.28222991157247,7.654978553921569,9.101760861207225,6.432321660718194,6.877549729686762,6.823531709071497,6.9560195707046555,0.07407187867008783,0.07048094044803692,0.07171436912598218,0.07030352310300904,0.272161493731365,0.2654824673081763,0.26779538667793024,0.26514811540535044,0.9929612676377616,0.9802686884756894,0.9830486498011558,0.9777616079083753
aug_0_1014.png_rot_180,FreshFish,249.00154718137253,326.16298346789694,103.42201286764707,289.39247981545554,0.39401442496857797,0.3683602856158267,0.4813424084046921,0.3799235876828956,7.654978553921569,9.101760861207225,4.344929534313725,8.28222991157247,6.823531709071497,6.9560195707046555,6.432321660718194,6.877549729686762,0.07171436912598218,0.07030352310300904,0.07407187867008783,0.07048094044803692,0.26779538667793024,0.26514811540535044,0.272161493731365,0.2654824673081763,0.9830486498011558,0.9777616079083753,0.9929612676377616,0.9802686884756894
aug_0_1086.png_flip_h,FreshFish,154.02279411764707,261.8753710111496,221.84477634803923,382.53722414455984,0.42665530094388043,0.317749156812997,0.3308735335975121,0.28675997658680813,5.778063725490196,8.891503267973857,8.129610906862746,11.101038062283738,6.980452984849706,7.359597622544739,7.295213399855727,7.546655878195796,0.016195769641821952,0.013703262800321822,0.01425010824881806,0.013308947361652668,0.1272626011121176,0.11706093626962763,0.11937381726667728,0.11536441115722243,0.98638403226991,0.9768640530206206,0.9804105805439918,0.9662042811364311
aug_0_1086.png_flip_v,FreshFish,154.02279411764707,261.8753710111496,221.84477634803923,382.53722414455984,0.42665530094388043,0.317749156812997,0.3308735335975121,0.28675997658680813,5.778063725490196,8.891503267973857,8.129610906862746,11.101038062283738,6.980452984849706,7.359597622544739,7.295213399855727,7.546655878195796,0.016195769641821952,0.013703262800321822,0.01425010824881806,0.013308947361652668,0.1272626011121176,0.11706093626962763,0.11937381726667728,0.11536441115722243,0.98638403226991,0.9768640530206206,0.9804105805439918,0.9662042811364311
aug_0_1086.png_rot_90,FreshFish,221.84477634803923,261.8753710111496,154.02279411764707,382.53722414455984,0.3308735335975121,0.317749156812997,0.42665530094388043,0.28675997658680813,8.129610906862746,8.891503267973857,5.778063725490196,11.101038062283738,7.295213399855727,7.359597622544739,6.980452984849706,7.546655878195796,0.01425010824881806,0.013703262800321822,0.016195769641821952,0.013308947361652668,0.11937381726667728,0.11706093626962763,0.1272626011121176,0.11536441115722243,0.9804105805439918,0.9768640530206206,0.98638403226991,0.9662042811364311
aug_0_1086.png_rot_180,FreshFish,154.02279411764707,382.53722414455984,221.84477634803923,261.8753710111496,0.42665530094388043,0.28675997658680813,0.3308735335975121,0.317749156812997,5.778063725490196,11.101038062283738,8.129610906862746,8.891503267973857,6.980452984849706,7.546655878195796,7.295213399855727,7.359597622544739,0.016195769641821952,0.013308947361652668,0.01425010824881806,0.013703262800321822,0.1272626011121176,0.11536441115722243,0.11937381726667728,0.11706093626962763,0.98638403226991,0.9662042811364311,0.9804105805439918,0.9768640530206206
aug_0_1122.png_flip_h,FreshFish,420.477787990196,512.9713648596694,233.60837928921566,503.36173779315646,0.6276699276769443,0.6065580259290573,0.6762185437465922,0.606507333940274,5.681158088235295,6.667081891580162,3.451853553921568,6.544482891195694,4.593294831489875,4.677716837997341,4.365334471632921,4.670194200319395,0.2525626071459144,0.24862691387883373,0.2560482839711214,0.2490690333664883,0.5025560736334945,0.49862502331795755,0.5060121381657967,0.4990681650501145,0.9788310238720748,0.9741851210141428,0.9882405602507391,0.9746687179102176
aug_0_1122.png_flip_v,FreshFish,420.477787990196,512.9713648596694,233.60837928921566,503.36173779315646,0.6276699276769443,0.6065580259290573,0.6762185437465922,0.606507333940274,5.681158088235295,6.667081891580162,3.451853553921568,6.544482891195694,4.593294831489875,4.677716837997341,4.365334471632921,4.670194200319395,0.2525626071459144,0.24862691387883373,0.2560482839711214,0.2490690333664883,0.5025560736334945,0.49862502331795755,0.5060121381657967,0.4990681650501145,0.9788310238720748,0.9741851210141428,0.9882405602507391,0.9746687179102176
